id,price,bedrooms,bathrooms,area,zip_code,age,grade
7520000520,232000,2,1,1240,98146,98,6
7520000520,240500,2,1,1240,98146,98,6
3530210260,274975,3,2.5,3030,98077,33,9
1959700550,740000,4,2,2050,98102,98,9
1665400045,186375,3,1,1000,98166,68,7
9542850320,790000,3,2.25,2370,98005,43,9
3179100060,880000,4,3.5,2800,98105,69,9
2946001550,279000,6,1.75,2240,98198,65,7
8078490390,295000,3,2,1810,98022,29,8
9550201550,640000,2,1,1070,98103,96,7
191100045,940000,4,2,2490,98040,52,9
5009600070,260000,4,2.5,1960,98038,17,7
200350070,559900,3,2.75,2930,98072,16,9
2877103726,791500,4,2,1510,98103,109,7
405100295,265000,3,1.75,1420,98133,66,7
4268200055,245000,3,1.75,1740,98178,66,7
3126069068,485000,4,1.75,2560,98052,58,7
1115300070,684000,4,3.5,3040,98059,10,9
6414100671,425000,3,1.75,2500,98125,63,8
7004200060,309600,4,1.75,1275,98070,29,6
7852110140,552250,4,2.5,2580,98065,18,8
3969300030,165000,4,1,1000,98178,77,6
3969300030,239900,4,1,1000,98178,77,6
4048400070,320000,2,1,1070,98059,90,6
808000070,206600,3,2,1390,98030,33,7
7374200030,387000,4,1.75,2500,98155,47,7
7325600160,299000,1,0.75,560,98014,53,4
2757000030,855000,4,2.75,2270,98040,55,9
616000140,315000,3,1,1900,98166,66,7
3363900111,437500,2,1,990,98103,113,7
9262800171,252000,4,1.5,1550,98001,51,7
6607000126,375000,4,1.75,2200,98118,65,7
5416510830,300000,4,2.5,1910,98038,15,7
2201500030,420000,4,1,1750,98006,66,7
325059171,900000,3,1,1330,98033,92,7
952003285,679900,3,2.5,2440,98116,20,9
3211290370,463000,3,2.5,1640,98053,28,7
1072010350,380000,5,2.5,2760,98059,42,9
8856950070,329500,4,2.5,1820,98038,26,7
925059078,604950,3,2.5,2110,98033,7,8
7855801090,795000,5,2.5,3040,98006,54,8
723099065,465000,3,2,1840,98045,26,7
6116500075,673000,4,2.5,2990,98166,18,9
1118500030,810000,4,2.5,3520,98074,29,10
424069250,785000,4,2.75,2440,98075,31,8
3291800710,338000,4,3,2090,98056,34,7
6838700060,280000,3,2.25,1430,98056,27,7
2231500030,315000,4,2.25,2180,98133,66,7
2231500030,530000,4,2.25,2180,98133,66,7
7683900200,380000,5,3,3450,98023,16,9
8155830060,297000,3,2.25,1450,98056,26,7
98020310,730000,4,2.5,3230,98075,16,10
9423400140,450000,3,1.75,1640,98125,80,7
1545804860,275000,3,3,1590,98038,23,7
2883200160,595000,4,2,2020,98115,60,7
7132300695,435000,3,1.5,1300,98144,116,7
1726059053,270000,2,1.5,1380,98011,66,6
624111000,950000,3,3,4040,98077,34,10
808300310,389000,4,2.25,2130,98019,19,7
8563040160,560000,4,2.25,2550,98052,52,8
713500030,1.35E+06,5,3.5,4800,98006,22,11
8651600160,799000,4,2.25,2510,98040,51,8
9517200030,365500,3,2,1410,98072,37,7
2460700700,252350,3,2,1650,98058,41,7
1223039290,403950,4,2.5,2120,98146,27,8
2890100060,385000,4,1.5,2040,98177,66,7
7972600860,345000,4,1,1550,98106,63,7
8857320070,490000,3,2.75,1980,98008,41,9
4047200695,330000,3,2.5,1600,98019,15,8
1653500070,927000,4,2.75,3300,98004,67,8
1923000030,1.12E+06,4,2.5,3840,98040,37,10
3649100320,330000,2,1,1220,98028,70,7
7375300160,530000,5,2.25,2720,98008,62,7
5175800060,365000,4,2,1940,98006,58,8
1604601375,378750,3,2.5,2160,98118,111,7
2473251090,269900,4,1.75,1530,98058,52,7
9126100861,557000,3,3.5,1710,98122,12,8
3420069065,360000,4,1.75,3730,98022,46,7
6021501685,352000,2,1,940,98117,83,7
1151100070,437000,3,2.5,1750,98045,26,8
8856950240,322500,4,2.5,1820,98038,26,7
9385200055,650000,3,3.25,1510,98116,19,9
7821200390,450000,3,2,1290,98103,19,8
8078520310,278500,3,2,1570,98092,22,7
1565950030,364950,4,2.5,1930,98055,25,8
1560930070,840000,4,3.5,2840,98038,34,10
6700400140,268000,3,2.5,1550,98031,29,7
2422029094,517534,2,1,833,98070,14,5
1774220160,632925,3,2.5,2990,98077,42,8
1525200060,577500,3,2.5,2000,98034,25,9
1678400105,339000,4,1.5,2390,98178,100,7
3426059070,570000,3,1.75,2910,98052,53,7
824079032,563500,4,1.75,2085,98024,56,7
2697100140,423000,4,2.25,2200,98133,58,7
8724300030,355000,3,2.25,1860,98019,8,8
8678500060,1.55E+06,5,4.25,6070,98024,21,12
625049299,482000,2,1,950,98103,79,7
6073200075,625000,3,1.75,1600,98006,65,7
6388900710,538000,3,2.5,2250,98056,32,8
1442860160,380000,3,2.5,2280,98058,35,8
7942600310,375000,2,1,940,98122,111,7
1545808560,245000,3,2.5,1530,98038,24,7
936000060,310000,5,1.75,2190,98166,73,7
9808650060,1.30E+06,3,2,2350,98004,44,8
3754700160,397000,4,2,1440,98034,49,7
305500140,365000,3,2.5,2200,98058,15,8
5468750060,328500,4,3,2290,98042,30,9
2944010240,988000,4,3,4040,98052,33,11
3454000060,1.00E+06,4,2.5,2610,98103,98,8
646910160,237000,3,2.5,1490,98055,15,7
8564950390,525000,4,2.5,2450,98011,17,8
2268400350,749000,4,2.5,1710,98006,44,9
7504101040,722500,5,2.5,4870,98074,37,10
11500890,843000,3,2.5,3130,98052,29,10
9528102772,438000,2,2,1270,98115,20,8
284000223,578000,3,1.75,2120,98146,43,8
3353401710,227950,3,1.5,1670,98001,66,7
8159610030,196000,3,2.25,2070,98001,46,7
3179100435,641000,2,1,1420,98105,67,8
822079033,350000,3,1.5,1250,98038,40,6
8857600960,205000,3,1,940,98032,60,7
1774000200,400000,3,1.75,1920,98072,52,7
2024069128,1.03E+06,3,2.5,3545,98027,15,10
1049010390,505000,3,2,1260,98034,48,7
7905370390,475000,5,2.5,2340,98034,45,7
4140090240,520000,3,2.25,2590,98028,43,8
4055700030,1.45E+06,3,4.5,3970,98034,43,10
3775300030,333500,3,1.75,1220,98011,55,7
2525300030,232000,3,1,1400,98038,44,6
1324059104,691100,3,2.75,2360,98006,37,8
2287000030,811000,3,1.75,1870,98040,60,8
7702010030,551000,3,2.5,2830,98028,19,9
1529200340,496500,3,2.5,2260,98072,26,8
2122039094,705000,3,3,1970,98070,40,9
1742800030,578000,4,2.5,3140,98055,54,9
1796360350,255000,3,1.75,1240,98042,34,7
6154500070,1.05E+06,4,3.5,3450,98006,13,10
1843100340,348000,3,2.25,2570,98042,31,8
8944290160,230000,3,2,1510,98031,35,7
4166600473,359500,4,2.25,2390,98023,32,9
7282300125,330000,3,1,980,98133,67,6
8658300340,80000,1,0.75,430,98014,108,4
2419600075,465000,3,1.75,1480,98133,66,7
2621760350,325000,4,2.5,1850,98042,23,8
1723049270,340500,3,2,2270,98168,73,7
4123840310,342500,3,2.5,1810,98038,27,8
2172000075,290900,2,2,1610,98178,90,6
8651611170,868700,3,4.25,3840,98074,20,10
8820902200,1.20E+06,4,2.75,4110,98125,92,9
8651610890,1.15E+06,4,3.25,4190,98074,20,11
1853080570,859900,4,2.75,3390,98074,9,9
3629920030,520000,4,2.25,1890,98029,17,7
1604602050,460000,3,2.5,1610,98118,15,9
6844700810,438924,3,1.5,1050,98115,71,7
66000070,315000,2,1,630,98126,102,5
6665800030,590000,4,2.75,2910,98033,45,8
2205700350,378500,4,1.75,1700,98006,65,7
5466000030,328500,3,2.5,1950,98042,30,9
6189200125,849950,3,3,2990,98005,47,8
9169600135,525000,3,1.5,1350,98136,70,7
2625069070,1.39E+06,4,3.25,4860,98074,27,9
8732131090,295000,4,2.5,2160,98023,42,8
9286000240,1.07E+06,6,3.5,4860,98006,22,11
1895000260,207950,2,2,890,98118,103,6
8691370400,699900,4,2.75,2810,98075,18,9
5423010350,1.28E+06,5,2.5,3400,98027,43,8
8562501040,452000,4,1.5,1580,98052,57,7
2475200140,370000,3,2,1680,98055,33,7
7942100310,232000,3,1.75,1300,98042,52,7
3760000030,669950,5,2.5,2820,98034,60,7
1727500340,397500,3,2,1510,98034,48,7
9828702519,490000,2,2.5,1230,98112,16,8
4432600075,725000,4,2,2110,98116,95,9
7806300030,299000,3,2.75,3080,98032,62,7
9274202270,625000,2,1.5,1490,98116,120,7
7852030960,437500,3,2.5,2120,98065,20,7
7852170140,650000,4,2.5,3180,98065,17,9
7518503335,475000,2,1,1490,98117,91,7
5467900070,342000,3,2,1930,98042,54,8
1245002952,1.20E+06,4,2.5,2770,98033,21,10
8906200070,280000,3,1.5,1670,98055,57,7
5379805885,240000,2,1.75,1330,98188,27,7
2769600560,529000,3,1,1210,98107,96,7
9238901420,442000,3,1,1190,98136,79,7
5113400431,615000,2,1,1540,98119,74,7
3885805665,1.49E+06,4,3.75,4030,98033,14,10
8121200810,585000,4,1.75,2430,98052,39,8
5126310400,480000,4,2.5,2600,98059,15,8
7322910030,1.10E+06,5,3.5,4410,98053,30,9
2827100070,290000,4,1,1330,98133,71,7
9276201895,615000,3,1.75,1900,98116,69,7
4402700070,300000,2,1,1100,98133,70,7
1922059046,308000,3,1,1980,98030,88,6
925059288,750000,3,2.5,2400,98033,19,9
4386700135,2.25E+06,4,2.25,4760,98112,104,9
1923069078,890000,4,3.25,3180,98059,15,10
1432400335,288000,3,1,1190,98058,62,6
1180003090,190000,2,1,630,98178,77,6
726049331,515000,5,3,2530,98133,15,8
3340401555,235000,4,1.5,1690,98055,90,5
7453000070,275000,2,1,940,98126,69,6
4348800030,727500,2,2,1240,98004,68,7
7202331420,650000,4,2.5,3040,98053,17,7
3225079035,1.60E+06,6,5,6050,98024,19,11
6381500700,365000,4,1,1590,98125,76,6
339500160,662000,3,1.75,2500,98052,36,9
1545807610,270500,3,2.5,1780,98038,42,7
1843200240,200000,2,1.5,1360,98092,42,7
4403600270,970000,4,3.25,4740,98075,33,10
2008200060,160000,3,1.5,1010,98198,58,7
1521069070,204000,3,1,1040,98010,49,6
2459500310,358000,3,2.25,1610,98058,35,7
6204420070,452000,4,1.75,1570,98011,41,7
5694500105,595000,2,2,1510,98103,120,7
5466410030,249000,3,2,1360,98042,26,7
9485740340,346900,4,2.5,1970,98055,21,8
622049114,2.13E+06,3,2.5,5403,98166,44,12
2270000070,280000,4,2.5,1560,98056,17,7
1310900260,318888,4,1.75,2320,98032,47,8
224069094,530000,3,2.25,2120,98075,53,8
7800800160,375000,3,2.25,2120,98031,37,8
2944000240,910000,4,2.5,3350,98052,32,11
4139400710,782000,4,2.5,2380,98006,29,10
7899800860,259950,2,2,1070,98106,12,9
2473420140,315000,4,2.75,2300,98058,41,7
5000500055,215000,2,1,1320,98168,77,6
4099500935,705000,3,1.75,2180,98040,74,7
1373800295,1.45E+06,3,3,4380,98199,68,10
4025300135,451000,3,1.75,1790,98155,71,7
3294700310,261000,2,1,750,98055,77,6
8718500075,396000,3,1.5,1300,98028,64,7
4309710240,725000,4,2.5,2990,98059,21,9
5486800070,1.95E+06,7,3.5,4640,98040,55,11
236400320,238000,4,1,1400,98188,61,7
4376700570,750000,6,1.75,2750,98052,47,8
8648100200,331500,4,2.5,2050,98042,22,7
3624079046,460000,4,3,2230,98065,42,7
1921069084,404950,4,2.25,2340,98092,38,8
6431500140,880000,3,2.5,2870,98103,6,9
2725069050,863000,4,2.5,4120,98074,23,10
5307100060,638700,3,1.75,2080,98005,60,7
7203102050,435000,3,2.5,1840,98053,12,7
561000075,260000,3,1,1180,98178,61,6
2436701180,671500,5,2.75,2160,98105,93,7
809002765,610000,3,1,1180,98109,113,8
4045500710,405000,2,0.75,1160,98014,83,6
5104510270,338900,4,2.5,1830,98038,17,7
98020350,720000,4,4,3200,98075,16,10
1714900060,442000,5,3,2560,98108,93,7
1189000030,650000,5,2.75,2550,98122,118,8
2473360060,263500,3,1.75,1330,98058,39,7
222069082,300000,2,1,1220,98038,57,7
8669160310,266000,3,2.5,1805,98002,11,7
1526069135,930000,4,4,6050,98077,11,9
1088650310,530000,4,2.5,2320,98028,16,8
8945200860,180000,3,1,1384,98023,55,6
7853240200,619000,3,2.5,2720,98065,15,9
7511800070,264000,3,1.5,1820,98003,58,7
2998800125,730000,2,2.25,2130,98116,79,7
3876300310,439000,4,2.25,2060,98034,45,7
5419800510,268500,4,1.75,1420,98031,39,7
192460060,330000,3,1.75,1510,98045,35,7
7942601895,640000,3,2.5,2160,98122,117,8
7504010570,900000,3,2.5,3180,98074,42,11
1442740140,370000,3,2.25,2110,98038,35,8
6909200575,685000,3,2,2060,98144,89,8
2525069041,505000,3,1.5,1830,98053,39,7
3620069036,265000,3,1.75,1820,98022,54,7
2781280390,290000,3,2.5,1610,98055,14,8
